damid,date,longitude,latitude,state,systemidx,watershed
SFKernRiver:130420:109,2013-04-20,-118.17437820315305,35.946142403941145,CA,0000000000000000019a,SFKernRiver
SFKernRiver:130420:110,2013-04-20,-118.17399472046247,35.94606214012219,CA,0000000000000000019b,SFKernRiver
SFKernRiver:130420:111,2013-04-20,-118.17407052518038,35.945879316978996,CA,0000000000000000019c,SFKernRiver
SFKernRiver:130420:112,2013-04-20,-118.17348638294237,35.944880478343016,CA,0000000000000000019d,SFKernRiver
SFKernRiver:130420:113,2013-04-20,-118.17295129081597,35.94471549160405,CA,0000000000000000019e,SFKernRiver
SFKernRiver:130420:114,2013-04-20,-118.17233147576951,35.944189317679744,CA,0000000000000000019f,SFKernRiver
SFKernRiver:130420:115,2013-04-20,-118.1722467528495,35.943984199031284,CA,000000000000000001a0,SFKernRiver
SFKernRiver:130420:116,2013-04-20,-118.16232079390456,35.93972129842419,CA,000000000000000001a1,SFKernRiver
SFKernRiver:130420:117,2013-04-20,-118.16312343209417,35.93462900502116,CA,000000000000000001a2,SFKernRiver
SFKernRiver:130420:118,2013-04-20,-118.16332409164157,35.93399135357051,CA,000000000000000001a3,SFKernRiver
SFKernRiver:130420:119,2013-04-20,-118.16305654557836,35.9338977124484,CA,000000000000000001a4,SFKernRiver
SFKernRiver:130420:120,2013-04-20,-118.16320815501417,35.93370597110309,CA,000000000000000001a5,SFKernRiver
SFKernRiver:130420:121,2013-04-20,-118.16339989635951,35.93326897919985,CA,000000000000000001a6,SFKernRiver
SFKernRiver:130420:122,2013-04-20,-118.16724364146754,35.92669180514602,CA,000000000000000001a7,SFKernRiver
SFKernRiver:130420:123,2013-04-20,-118.16525934149878,35.91810803561814,CA,000000000000000001a8,SFKernRiver
SFKernRiver:130420:124,2013-04-20,-118.16568741519991,35.91622629497358,CA,000000000000000001a9,SFKernRiver
SFKernRiver:130420:125,2013-04-20,-118.16962480143007,35.91208379009493,CA,000000000000000001aa,SFKernRiver
SFKernRiver:130420:126,2013-04-20,-118.16976303356277,35.91178503032435,CA,000000000000000001ab,SFKernRiver
SFKernRiver:130420:127,2013-04-20,-118.16934387806373,35.91075051887996,CA,000000000000000001ac,SFKernRiver
SFKernRiver:130420:128,2013-04-20,-118.16931712345743,35.9104294636041,CA,000000000000000001ad,SFKernRiver
SFKernRiver:130420:129,2013-04-20,-118.17067714927873,35.91089321011366,CA,000000000000000001ae,SFKernRiver
SFKernRiver:130420:130,2013-04-20,-118.17036501220495,35.91036257708831,CA,000000000000000001af,SFKernRiver
SFKernRiver:130420:131,2013-04-20,-118.16994585670592,35.90993004428612,CA,000000000000000001b0,SFKernRiver
SFKernRiver:130420:132,2013-04-20,-118.17081538141137,35.91028231326934,CA,000000000000000001b1,SFKernRiver
SFKernRiver:130420:133,2013-04-20,-118.17073957669346,35.90998355349877,CA,000000000000000001b2,SFKernRiver
SFKernRiver:130420:134,2013-04-20,-118.1724474123969,35.9097695166482,CA,000000000000000001b3,SFKernRiver
SFKernRiver:130420:135,2013-04-20,-118.17856529904225,35.90812856746052,CA,000000000000000001b4,SFKernRiver
SFKernRiver:130420:136,2013-04-20,-118.18104455922796,35.90631371333177,CA,000000000000000001b5,SFKernRiver
SFKernRiver:130420:137,2013-04-20,-118.18536988724983,35.90555120705164,CA,000000000000000001b6,SFKernRiver
SFKernRiver:130420:138,2013-04-20,-118.18809439799347,35.90226039047418,CA,000000000000000001b7,SFKernRiver
SFKernRiver:130420:139,2013-04-20,-118.18855368540198,35.89642342719523,CA,000000000000000001b8,SFKernRiver
SFKernRiver:130420:140,2013-04-20,-118.18685030879956,35.89463978677385,CA,000000000000000001b9,SFKernRiver
SFKernRiver:130420:141,2013-04-20,-118.18685922700166,35.89412253105164,CA,000000000000000001ba,SFKernRiver
SFKernRiver:130420:142,2013-04-20,-118.19368165161345,35.881926889670474,CA,000000000000000001bb,SFKernRiver
SFKernRiver:130420:143,2013-04-20,-118.17034717580076,35.937848475981745,CA,000000000000000001bc,SFKernRiver
SFKernRiver:130420:144,2013-04-20,-118.16984775648278,35.937745916657505,CA,000000000000000001bd,SFKernRiver
SFKernRiver:130420:145,2013-04-20,-118.16967831064272,35.937794966769104,CA,000000000000000001be,SFKernRiver
SFKernRiver:130420:146,2013-04-20,-118.16935725536686,35.93784401688069,CA,000000000000000001bf,SFKernRiver
SFKernRiver:130420:147,2013-04-20,-118.16909862750578,35.937906444295436,CA,000000000000000001c0,SFKernRiver
SFKernRiver:130420:148,2013-04-20,-118.16727485517494,35.93775483485962,CA,000000000000000001c1,SFKernRiver
SFKernRiver:20xxxx:1,2020-06-15,-118.13638220307666,36.02850645949935,CA,00000000000000000000,SFKernRiver
SFKernRiver:20xxxx:2,2020-06-15,-118.13582481544496,36.02250450948142,CA,00000000000000000001,SFKernRiver
SFKernRiver:20xxxx:3,2020-06-15,-118.13426858917731,36.020631687038964,CA,00000000000000000002,SFKernRiver
SFKernRiver:20xxxx:4,2020-06-15,-118.14234848028615,36.00511401537298,CA,00000000000000000003,SFKernRiver
SFKernRiver:20xxxx:5,2020-06-15,-118.15030797566659,35.9915583481705,CA,00000000000000000004,SFKernRiver
SFKernRiver:20xxxx:6,2020-06-15,-118.15505245918742,35.9797194348736,CA,00000000000000000005,SFKernRiver
SFKernRiver:20xxxx:7,2020-06-15,-118.16232971210665,35.95447200470899,CA,00000000000000000006,SFKernRiver
SFKernRiver:20xxxx:8,2020-06-15,-118.1634667828753,35.95427134516159,CA,00000000000000000007,SFKernRiver
SFKernRiver:20xxxx:9,2020-06-15,-118.15999760225573,35.97044896378349,CA,00000000000000000008,SFKernRiver
SFKernRiver:20xxxx:10,2020-06-15,-118.15968992428303,35.96982023053495,CA,00000000000000000009,SFKernRiver
SFKernRiver:20xxxx:11,2020-06-15,-118.1350489318617,36.029977962846985,CA,0000000000000000000a,SFKernRiver
SFKernRiver:20xxxx:12,2020-06-15,-118.13652935341142,36.013644275688215,CA,0000000000000000000b,SFKernRiver
SFKernRiver:20xxxx:13,2020-06-15,-118.13659623992721,36.013292006704994,CA,0000000000000000000c,SFKernRiver
SFKernRiver:20xxxx:14,2020-06-15,-118.13670325835251,36.01299770603547,CA,0000000000000000000d,SFKernRiver
SFKernRiver:20xxxx:15,2020-06-15,-118.13835758484332,36.00793216723876,CA,0000000000000000000e,SFKernRiver
SFKernRiver:20xxxx:16,2020-06-15,-118.14126045962914,36.00546182525514,CA,0000000000000000000f,SFKernRiver
SFKernRiver:20xxxx:17,2020-06-15,-118.14343204184215,36.003999240109614,CA,00000000000000000010,SFKernRiver
SFKernRiver:20xxxx:18,2020-06-15,-118.14369958790536,35.99898721052555,CA,00000000000000000011,SFKernRiver
SFKernRiver:20xxxx:19,2020-06-15,-118.14696364987648,35.99695386044517,CA,00000000000000000012,SFKernRiver
SFKernRiver:20xxxx:20,2020-06-15,-118.14870269928733,35.99646781843034,CA,00000000000000000013,SFKernRiver
SFKernRiver:20xxxx:21,2020-06-15,-118.15026784375708,35.99555370271438,CA,00000000000000000014,SFKernRiver
SFKernRiver:20xxxx:22,2020-06-15,-118.1507940176814,35.99483132834373,CA,00000000000000000015,SFKernRiver
SFKernRiver:20xxxx:23,2020-06-15,-118.15903443642816,35.96825954516624,CA,00000000000000000016,SFKernRiver
SFKernRiver:20xxxx:24,2020-06-15,-118.16066646741372,35.95556448446708,CA,00000000000000000017,SFKernRiver
SFKernRiver:20xxxx:25,2020-06-15,-118.1687998677352,35.95012884028293,CA,00000000000000000018,SFKernRiver
SFKernRiver:20xxxx:26,2020-06-15,-118.16456818083547,35.94131319750027,CA,00000000000000000019,SFKernRiver
SFKernRiver:20xxxx:27,2020-06-15,-118.16722134596228,35.92671410065128,CA,0000000000000000001a,SFKernRiver
SFKernRiver:20xxxx:28,2020-06-15,-118.16785453831187,35.92282576453268,CA,0000000000000000001b,SFKernRiver
SFKernRiver:20xxxx:29,2020-06-15,-118.17436928495096,35.94615132214326,CA,0000000000000000001c,SFKernRiver
SFKernRiver:20xxxx:30,2020-06-15,-118.17411957529197,35.94586148057479,CA,0000000000000000001d,SFKernRiver
SFKernRiver:20xxxx:31,2020-06-15,-118.17242511689167,35.94370773476597,CA,0000000000000000001e,SFKernRiver
SFKernRiver:20xxxx:32,2020-06-15,-118.1727372539654,35.94220947681201,CA,0000000000000000001f,SFKernRiver
SFKernRiver:20xxxx:33,2020-06-15,-118.17230918026429,35.94192855344565,CA,00000000000000000020,SFKernRiver
SFKernRiver:20xxxx:34,2020-06-15,-118.19674505403717,35.95812400847176,CA,00000000000000000021,SFKernRiver
SFKernRiver:20xxxx:35,2020-06-15,-118.20590404760095,35.964884005668786,CA,00000000000000000022,SFKernRiver
SFKernRiver:20xxxx:36,2020-06-15,-118.18387608839691,35.97074772355408,CA,00000000000000000023,SFKernRiver
SFKernRiver:20xxxx:37,2020-06-15,-118.18069674934578,35.95997899450999,CA,00000000000000000024,SFKernRiver
SFKernRiver:20xxxx:38,2020-06-15,-118.17920740959394,35.96028221338163,CA,00000000000000000025,SFKernRiver
SFKernRiver:18xxxx:1,2018-06-15,-118.13638220307666,36.02850645949935,CA,000000000000000000b0,SFKernRiver
SFKernRiver:18xxxx:2,2018-06-15,-118.1368191949799,36.02391804451536,CA,000000000000000000b1,SFKernRiver
SFKernRiver:18xxxx:3,2018-06-15,-118.13582481544496,36.02250450948142,CA,000000000000000000b2,SFKernRiver
SFKernRiver:18xxxx:4,2018-06-15,-118.13428642558154,36.02063168703896,CA,000000000000000000b3,SFKernRiver
SFKernRiver:18xxxx:5,2018-06-15,-118.13176703348633,36.015169288248494,CA,000000000000000000b4,SFKernRiver
SFKernRiver:18xxxx:6,2018-06-15,-118.13652935341142,36.013644275688215,CA,000000000000000000b5,SFKernRiver
SFKernRiver:18xxxx:7,2018-06-15,-118.13660515812933,36.0133009249071,CA,000000000000000000b6,SFKernRiver
SFKernRiver:18xxxx:8,2018-06-15,-118.13836650304545,36.007936626339806,CA,000000000000000000b7,SFKernRiver
SFKernRiver:18xxxx:9,2018-06-15,-118.14125154142701,36.00547074345725,CA,000000000000000000b8,SFKernRiver
SFKernRiver:18xxxx:10,2018-06-15,-118.14234848028615,36.00506050616034,CA,000000000000000000b9,SFKernRiver
SFKernRiver:18xxxx:11,2018-06-15,-118.14289694971575,36.0049579468361,CA,000000000000000000ba,SFKernRiver
SFKernRiver:18xxxx:12,2018-06-15,-118.1440295613833,36.00452987313496,CA,000000000000000000bb,SFKernRiver
SFKernRiver:18xxxx:13,2018-06-15,-118.14749874200291,35.99678887370619,CA,000000000000000000bc,SFKernRiver
SFKernRiver:18xxxx:14,2018-06-15,-118.14669164471222,35.98682278285174,CA,000000000000000000bd,SFKernRiver
SFKernRiver:18xxxx:15,2018-06-15,-118.15994855214412,35.97044004558138,CA,000000000000000000be,SFKernRiver
SFKernRiver:18xxxx:16,2018-06-15,-118.16184812919286,35.95802144914753,CA,000000000000000000bf,SFKernRiver
SFKernRiver:18xxxx:17,2018-06-15,-118.1614914011086,35.95771823027589,CA,000000000000000000c0,SFKernRiver
SFKernRiver:18xxxx:18,2018-06-15,-118.17065485377346,35.942650927816295,CA,000000000000000000c1,SFKernRiver
SFKernRiver:18xxxx:19,2018-06-15,-118.17440049865833,35.946160240345364,CA,000000000000000000c2,SFKernRiver
SFKernRiver:18xxxx:20,2018-06-15,-118.17402593416986,35.94607105832431,CA,000000000000000000c3,SFKernRiver
SFKernRiver:18xxxx:21,2018-06-15,-118.1785117898296,35.95011992208082,CA,000000000000000000c4,SFKernRiver
SFKernRiver:18xxxx:22,2018-06-15,-118.18971305167585,35.95279984181395,CA,000000000000000000c5,SFKernRiver
SFKernRiver:18xxxx:23,2018-06-15,-118.19070297210972,35.95313427439296,CA,000000000000000000c6,SFKernRiver
SFKernRiver:18xxxx:24,2018-06-15,-118.18749241935126,35.8930835605062,CA,000000000000000000c7,SFKernRiver
SFKernRiver:18xxxx:25,2018-06-15,-118.18920025505473,35.89237902253976,CA,000000000000000000c8,SFKernRiver
SFKernRiver:18xxxx:26,2018-06-15,-118.18817020271138,35.90218012665523,CA,000000000000000000c9,SFKernRiver
SFKernRiver:18xxxx:27,2018-06-15,-118.18560176050458,35.90478424167044,CA,000000000000000000ca,SFKernRiver
SFKernRiver:18xxxx:28,2018-06-15,-118.1854100191593,35.90551107514215,CA,000000000000000000cb,SFKernRiver
SFKernRiver:18xxxx:29,2018-06-15,-118.17859651274964,35.907932367014176,CA,000000000000000000cc,SFKernRiver
SFKernRiver:18xxxx:30,2018-06-15,-118.17847611702122,35.9082355858858,CA,000000000000000000cd,SFKernRiver
SFKernRiver:18xxxx:31,2018-06-15,-118.17825316196851,35.9096535800208,CA,000000000000000000ce,SFKernRiver
SFKernRiver:18xxxx:32,2018-06-15,-118.16571862890727,35.91625304957989,CA,000000000000000000cf,SFKernRiver
SFKernRiver:18xxxx:33,2018-06-15,-118.16690029068644,35.914625477695395,CA,000000000000000000d0,SFKernRiver
SFKernRiver:18xxxx:34,2018-06-15,-118.1698968065944,35.9118474577391,CA,000000000000000000d1,SFKernRiver
SFKernRiver:18xxxx:35,2018-06-15,-118.16999936591857,35.9120391990844,CA,000000000000000000d2,SFKernRiver
SFKernRiver:18xxxx:36,2018-06-15,-118.17372717439926,35.909961257993494,CA,000000000000000000d3,SFKernRiver
SFKernRiver:18xxxx:37,2018-06-15,-118.16788575201925,35.92283022363374,CA,000000000000000000d4,SFKernRiver
SFKernRiver:18xxxx:38,2018-06-15,-118.16725701877071,35.92670964155024,CA,000000000000000000d5,SFKernRiver
SFKernRiver:18xxxx:39,2018-06-15,-118.16617791631577,35.93181531225643,CA,000000000000000000d6,SFKernRiver
SFKernRiver:18xxxx:40,2018-06-15,-118.16210229795293,35.940024517295825,CA,000000000000000000d7,SFKernRiver
SFKernRiver:18xxxx:41,2018-06-15,-118.16630723024632,35.94616915854748,CA,000000000000000000d8,SFKernRiver
SFKernRiver:18xxxx:42,2018-06-15,-118.14561254225728,36.002683805298844,CA,000000000000000000d9,SFKernRiver
SFKernRiver:18xxxx:43,2018-06-15,-118.14228159377036,36.00455662774129,CA,000000000000000000da,SFKernRiver
SFKernRiver:18xxxx:44,2018-06-15,-118.13384051547618,36.014085726692514,CA,000000000000000000db,SFKernRiver
SFKernRiver:18xxxx:45,2018-06-15,-118.17092239983664,35.91091550561893,CA,000000000000000000dc,SFKernRiver
SFKernRiver:18xxxx:46,2018-06-15,-118.16414010713434,35.934446181877966,CA,000000000000000000dd,SFKernRiver
SFKernRiver:18xxxx:47,2018-06-15,-118.16322153231734,35.938129399348114,CA,000000000000000000de,SFKernRiver
SFKernRiver:18xxxx:48,2018-06-15,-118.16280237681832,35.959814007771016,CA,000000000000000000df,SFKernRiver
SFKernRiver:18xxxx:49,2018-06-15,-118.15798208857956,35.966649809685954,CA,000000000000000000e0,SFKernRiver
SFKernRiver:22xxxx:1,2022-06-15,-118.16228512109612,35.95448538201215,CA,000000000000000000e1,SFKernRiver
SFKernRiver:22xxxx:2,2022-06-15,-118.16353812849215,35.95419108134262,CA,000000000000000000e2,SFKernRiver
SFKernRiver:22xxxx:3,2022-06-15,-118.16065309011054,35.95553772986076,CA,000000000000000000e3,SFKernRiver
SFKernRiver:22xxxx:4,2022-06-15,-118.16187488379921,35.95802144914753,CA,000000000000000000e4,SFKernRiver
SFKernRiver:22xxxx:5,2022-06-15,-118.16287372243518,35.959809548669966,CA,000000000000000000e5,SFKernRiver
SFKernRiver:22xxxx:6,2022-06-15,-118.16059958089791,35.96244487739254,CA,000000000000000000e6,SFKernRiver
SFKernRiver:22xxxx:7,2022-06-15,-118.15986828832513,35.96286403289158,CA,000000000000000000e7,SFKernRiver
SFKernRiver:22xxxx:8,2022-06-15,-118.16600847047576,35.95266160968131,CA,000000000000000000e8,SFKernRiver
SFKernRiver:22xxxx:9,2022-06-15,-118.16849664886357,35.950244776910324,CA,000000000000000000e9,SFKernRiver
SFKernRiver:22xxxx:10,2022-06-15,-118.16892918166575,35.949678471076524,CA,000000000000000000ea,SFKernRiver
SFKernRiver:22xxxx:11,2022-06-15,-118.16765387876447,35.948724223451094,CA,000000000000000000eb,SFKernRiver
SFKernRiver:22xxxx:12,2022-06-15,-118.16583902463574,35.94595958079797,CA,000000000000000000ec,SFKernRiver
SFKernRiver:22xxxx:13,2022-06-15,-118.16818451178985,35.94275348714054,CA,000000000000000000ed,SFKernRiver
SFKernRiver:22xxxx:14,2022-06-15,-118.16458155813865,35.941304279298166,CA,000000000000000000ee,SFKernRiver
SFKernRiver:22xxxx:15,2022-06-15,-118.16314126849839,35.940956469416,CA,000000000000000000ef,SFKernRiver
SFKernRiver:22xxxx:16,2022-06-15,-118.162271743793,35.93956077078627,CA,000000000000000000f0,SFKernRiver
SFKernRiver:22xxxx:17,2022-06-15,-118.16638303496423,35.92988898060134,CA,000000000000000000f1,SFKernRiver
SFKernRiver:22xxxx:18,2022-06-15,-118.16725701877071,35.92671410065129,CA,000000000000000000f2,SFKernRiver
SFKernRiver:22xxxx:19,2022-06-15,-118.16720796865916,35.926517900204935,CA,000000000000000000f3,SFKernRiver
SFKernRiver:22xxxx:20,2022-06-15,-118.16715445944651,35.92596943077537,CA,000000000000000000f4,SFKernRiver
SFKernRiver:22xxxx:21,2022-06-15,-118.16786345651397,35.922839141835844,CA,000000000000000000f5,SFKernRiver
SFKernRiver:22xxxx:22,2022-06-15,-118.16833612122566,35.920774578048096,CA,000000000000000000f6,SFKernRiver
SFKernRiver:22xxxx:23,2022-06-15,-118.16728823247809,35.91976236210897,CA,000000000000000000f7,SFKernRiver
SFKernRiver:22xxxx:24,2022-06-15,-118.16568741519994,35.916279804186225,CA,000000000000000000f8,SFKernRiver
SFKernRiver:22xxxx:25,2022-06-15,-118.16688691338328,35.91500450128494,CA,000000000000000000f9,SFKernRiver
SFKernRiver:22xxxx:26,2022-06-15,-118.16698501360645,35.91398782624476,CA,000000000000000000fa,SFKernRiver
SFKernRiver:22xxxx:27,2022-06-15,-118.17370487889399,35.90995233979139,CA,000000000000000000fb,SFKernRiver
SFKernRiver:22xxxx:28,2022-06-15,-118.17825316196848,35.9096357436166,CA,000000000000000000fc,SFKernRiver
SFKernRiver:22xxxx:29,2022-06-15,-118.18128980978592,35.906318172432826,CA,000000000000000000fd,SFKernRiver
SFKernRiver:22xxxx:30,2022-06-15,-118.18535650994664,35.90552891154637,CA,000000000000000000fe,SFKernRiver
SFKernRiver:22xxxx:31,2022-06-15,-118.18527178702664,35.905671602780075,CA,000000000000000000ff,SFKernRiver
SFKernRiver:22xxxx:32,2022-06-15,-118.18514247309609,35.90545310682846,CA,00000000000000000100,SFKernRiver
SFKernRiver:22xxxx:33,2022-06-15,-118.18591389757836,35.90400389898609,CA,00000000000000000101,SFKernRiver
SFKernRiver:22xxxx:34,2022-06-15,-118.18744782834072,35.89550485237822,CA,00000000000000000102,SFKernRiver
SFKernRiver:22xxxx:35,2022-06-15,-118.18742553283545,35.893034510394614,CA,00000000000000000103,SFKernRiver
SFKernRiver:22xxxx:36,2022-06-15,-118.18920025505473,35.89237902253976,CA,00000000000000000104,SFKernRiver
SFKernRiver:22xxxx:37,2022-06-15,-118.14431940295178,36.000806523755344,CA,00000000000000000105,SFKernRiver
SFKernRiver:22xxxx:38,2022-06-15,-118.14369066970326,35.998991669626584,CA,00000000000000000106,SFKernRiver
SFKernRiver:22xxxx:39,2022-06-15,-118.15032135296971,35.99558491642176,CA,00000000000000000107,SFKernRiver
SFKernRiver:22xxxx:40,2022-06-15,-118.14669164471222,35.98683170105385,CA,00000000000000000108,SFKernRiver
SFKernRiver:22xxxx:41,2022-06-15,-118.14705729099863,35.9860513583695,CA,00000000000000000109,SFKernRiver
SFKernRiver:22xxxx:42,2022-06-15,-118.14753887391237,35.985498429838856,CA,0000000000000000010a,SFKernRiver
SFKernRiver:22xxxx:43,2022-06-15,-118.14787330649136,35.98550288893992,CA,0000000000000000010b,SFKernRiver
SFKernRiver:22xxxx:44,2022-06-15,-118.15505245918742,35.979732812176756,CA,0000000000000000010c,SFKernRiver
SFKernRiver:22xxxx:45,2022-06-15,-118.15817828902591,35.96653387305856,CA,0000000000000000010d,SFKernRiver
SFKernRiver:22xxxx:46,2022-06-15,-118.15994855214412,35.9704578819856,CA,0000000000000000010e,SFKernRiver
SFKernRiver:22xxxx:47,2022-06-15,-118.1596810060809,35.96982023053495,CA,0000000000000000010f,SFKernRiver
SFKernRiver:22xxxx:48,2022-06-15,-118.17373609260136,35.9612141655018,CA,00000000000000000110,SFKernRiver
SFKernRiver:22xxxx:49,2022-06-15,-118.20588621119671,35.96488846476984,CA,00000000000000000111,SFKernRiver
SFKernRiver:22xxxx:50,2022-06-15,-118.19671829943083,35.958195354088616,CA,00000000000000000112,SFKernRiver
SFKernRiver:22xxxx:51,2022-06-15,-118.19591566124119,35.95792780802541,CA,00000000000000000113,SFKernRiver
SFKernRiver:22xxxx:52,2022-06-15,-118.19508180934425,35.957713771174845,CA,00000000000000000114,SFKernRiver
SFKernRiver:22xxxx:53,2022-06-15,-118.19135845996459,35.95394137168363,CA,00000000000000000115,SFKernRiver
SFKernRiver:22xxxx:54,2022-06-15,-118.190725267615,35.953143192595064,CA,00000000000000000116,SFKernRiver
SFKernRiver:22xxxx:55,2022-06-15,-118.18972642897903,35.95281321911711,CA,00000000000000000117,SFKernRiver
SFKernRiver:22xxxx:56,2022-06-15,-118.1819230021355,35.953094142483465,CA,00000000000000000118,SFKernRiver
SFKernRiver:22xxxx:57,2022-06-15,-118.18165545607229,35.95146211149792,CA,00000000000000000119,SFKernRiver
SFKernRiver:22xxxx:58,2022-06-15,-118.175207595949,35.945651902825276,CA,0000000000000000011a,SFKernRiver
SFKernRiver:22xxxx:59,2022-06-15,-118.17423105281831,35.94566082102739,CA,0000000000000000011b,SFKernRiver
SFKernRiver:22xxxx:60,2022-06-15,-118.17464574921627,35.94596403989901,CA,0000000000000000011c,SFKernRiver
SFKernRiver:22xxxx:61,2022-06-15,-118.17438712135518,35.946160240345364,CA,0000000000000000011d,SFKernRiver
SFKernRiver:22xxxx:62,2022-06-15,-118.17428010292988,35.94616915854748,CA,0000000000000000011e,SFKernRiver
SFKernRiver:22xxxx:63,2022-06-15,-118.17400363866457,35.9460710583243,CA,0000000000000000011f,SFKernRiver
SFKernRiver:22xxxx:64,2022-06-15,-118.17283535418858,35.94469319609878,CA,00000000000000000120,SFKernRiver
SFKernRiver:22xxxx:65,2022-06-15,-118.17240728048745,35.94366760285649,CA,00000000000000000121,SFKernRiver
SFKernRiver:22xxxx:66,2022-06-15,-118.17275063126857,35.942200558609905,CA,00000000000000000122,SFKernRiver
SFKernRiver:22xxxx:67,2022-06-15,-118.17230026206215,35.94194193074881,CA,00000000000000000123,SFKernRiver
SFKernRiver:22xxxx:68,2022-06-15,-118.1364267940872,36.026923478625385,CA,00000000000000000124,SFKernRiver
SFKernRiver:22xxxx:69,2022-06-15,-118.1368191949799,36.02482770113026,CA,00000000000000000125,SFKernRiver
SFKernRiver:22xxxx:70,2022-06-15,-118.13584265184919,36.022504509481415,CA,00000000000000000126,SFKernRiver
SFKernRiver:22xxxx:71,2022-06-15,-118.13465207186792,36.02199171286027,CA,00000000000000000127,SFKernRiver
SFKernRiver:22xxxx:72,2022-06-15,-118.13175811528423,36.015169288248494,CA,00000000000000000128,SFKernRiver
SFKernRiver:22xxxx:73,2022-06-15,-118.13384051547621,36.01409018579356,CA,00000000000000000129,SFKernRiver
SFKernRiver:22xxxx:74,2022-06-15,-118.14124262322491,36.005479661659365,CA,0000000000000000012a,SFKernRiver
SFKernRiver:22xxxx:75,2022-06-15,-118.14233956208405,36.00508280166561,CA,0000000000000000012b,SFKernRiver
SFKernRiver:22xxxx:76,2022-06-15,-118.14402064318124,36.004520954932865,CA,0000000000000000012c,SFKernRiver
SFKernRiver:22xxxx:77,2022-06-15,-118.13637328487457,36.02851537770147,CA,0000000000000000012d,SFKernRiver
